order_id,date,product_id,product_name,category,qty,price,customer_id,city,channel
O7928,2023-04-26,P3661,Hotpot,Kitchenware,3,279.48,C72823,Faisalabad,Online
O7929,2023-11-05,P3194,Jeans,Clothing,1,266.0,C18769,Faisalabad,In-Store
O7930,2023-05-07,P7856,Smartphone,Electronics,2,218.28,C91387,Islamabad,Online
O7931,2023-06-30,P4788,Cooker,Kitchenware,3,346.9,C23781,Islamabad,In-Store
O7932,2023-03-22,P3914,Charger,Electronics,3,146.9,C62683,Lahore,In-Store
O7933,2023-12-09,P3911,Sugar,Groceries,5,435.68,C29652,Peshawar,Online
O7934,2023-01-06,P7538,Headphones,Electronics,3,287.05,C48568,Islamabad,Online
O7935,2023-01-02,P3813,Laptop,Electronics,2,284.11,C60286,Lahore,In-Store
O7936,2023-11-06,P4013,Rice,Groceries,1,464.09,C88034,Quetta,Online
O7937,2023-03-06,P7559,Laptop,Electronics,3,418.89,C60174,Faisalabad,In-Store
O7938,2023-06-10,P5527,Rice,Groceries,4,213.59,C47156,Multan,Online
O7939,2023-12-20,P5388,Smartphone,Electronics,5,223.6,C78378,Karachi,Online
O7940,2023-06-08,P6413,Ball,Toys,1,209.86,C57623,Quetta,Online
O7941,2023-10-09,P3977,Jacket,Clothing,4,199.92,C57611,Karachi,Online
O7942,2023-08-27,P5777,Milk,Groceries,5,114.09,C21218,Karachi,In-Store
O7943,2023-10-05,P6002,Laptop,Electronics,5,67.87,C43461,Faisalabad,Online
O7944,2023-01-27,P1771,Sugar,Groceries,3,308.12,C31887,Islamabad,In-Store
O7945,2023-10-02,P4187,Shoes,Clothing,2,267.66,C77534,Multan,Online
O7946,2023-05-29,P2901,Jacket,Clothing,1,370.8,C65006,Karachi,Online
O7947,2023-08-18,P9571,Car,Toys,5,346.04,C32203,Peshawar,Online
O7948,2023-08-13,P1580,Car,Toys,2,331.18,C22226,Islamabad,In-Store
O7949,2023-12-15,P8257,Rice,Groceries,4,391.4,C64236,Multan,In-Store
O7950,2023-10-26,P3191,Oil,Groceries,1,452.21,C73543,Karachi,Online
O7951,2023-07-13,P6702,Charger,Electronics,5,59.13,C48685,Karachi,In-Store
O7952,2023-10-30,P8518,Oil,Groceries,1,344.91,C43623,Quetta,In-Store
O7953,2023-08-10,P5668,Puzzle,Toys,2,72.63,C38623,Karachi,In-Store
O7954,2023-12-12,P8401,Doll,Toys,5,382.63,C63861,Peshawar,Online
O7955,2023-10-14,P2695,Frying Pan,Kitchenware,4,415.98,C17378,Islamabad,Online
O7956,2023-09-06,P1658,Doll,Toys,1,320.51,C25118,Islamabad,Online
O7957,2023-03-15,P4371,Milk,Groceries,4,486.93,C14384,Faisalabad,Online
O7958,2023-12-08,P9648,Charger,Electronics,3,411.92,C15423,Quetta,In-Store
O7959,2023-05-09,P9556,Oil,Groceries,2,30.16,C93088,Karachi,Online
O7960,2023-02-27,P9324,Shoes,Clothing,1,122.03,C21837,Islamabad,In-Store
O7961,2023-03-12,P8257,Laptop,Electronics,2,210.4,C95440,Faisalabad,In-Store
O7962,2023-03-23,P7944,Rice,Groceries,2,114.17,C91081,Karachi,In-Store
O7963,2023-01-19,P5211,Headphones,Electronics,3,156.3,C14394,Multan,Online
O7964,2023-01-28,P9403,Milk,Groceries,4,13.66,C15228,Lahore,In-Store
O7965,2023-07-31,P4473,Headphones,Electronics,4,36.37,C19204,Faisalabad,In-Store
O7966,2023-10-28,P1420,Milk,Groceries,1,321.13,C12257,Faisalabad,In-Store
O7967,2023-08-03,P9922,Ball,Toys,3,73.52,C17554,Islamabad,In-Store
O7968,2023-02-09,P9527,Sugar,Groceries,1,190.31,C69979,Quetta,In-Store
O7969,2023-07-30,P2454,T-Shirt,Clothing,3,402.33,C80566,Faisalabad,Online
O7970,2023-05-25,P9846,Frying Pan,Kitchenware,1,107.67,C22534,Karachi,In-Store
O7971,2023-05-25,P3510,Milk,Groceries,1,429.22,C34435,Multan,In-Store
O7972,2023-11-14,P2894,Jeans,Clothing,4,447.34,C88091,Karachi,In-Store
O7973,2023-08-29,P9308,Shoes,Clothing,2,416.43,C73362,Multan,Online
O7974,2023-12-11,P4190,Hotpot,Kitchenware,1,442.61,C99517,Faisalabad,Online
O7975,2023-12-15,P6910,Smartphone,Electronics,4,450.36,C20549,Faisalabad,Online
O7976,2023-08-06,P9080,Milk,Groceries,3,435.98,C11035,Lahore,Online
O7977,2023-08-08,P5397,Ball,Toys,4,324.44,C96136,Lahore,In-Store
O7978,2023-03-18,P1212,Oil,Groceries,2,221.01,C83278,Lahore,In-Store
O7979,2023-03-14,P9980,Hotpot,Kitchenware,1,24.4,C79275,Lahore,Online
O7980,2023-08-14,P7162,Cooker,Kitchenware,3,272.52,C24081,Peshawar,Online
O7981,2023-03-26,P6658,Knife Set,Kitchenware,2,31.67,C99877,Islamabad,Online
O7982,2023-08-21,P6924,T-Shirt,Clothing,3,206.8,C52423,Quetta,In-Store
O7983,2023-01-10,P3652,Knife Set,Kitchenware,3,135.92,C74514,Islamabad,In-Store
O7984,2023-09-22,P8597,Hotpot,Kitchenware,3,420.07,C22923,Karachi,Online
O7985,2023-05-19,P5811,Milk,Groceries,3,48.62,C74199,Karachi,Online
O7986,2023-10-19,P6452,Charger,Electronics,3,51.3,C47363,Islamabad,In-Store
O7987,2023-03-04,P8347,Charger,Electronics,2,88.71,C65099,Quetta,In-Store
O7988,2023-02-12,P9394,Milk,Groceries,2,284.09,C31169,Islamabad,In-Store
O7989,2023-02-20,P4524,Puzzle,Toys,3,468.4,C31151,Multan,In-Store
O7990,2023-06-08,P3512,Puzzle,Toys,3,105.75,C19365,Islamabad,In-Store
O7991,2023-11-01,P7686,Oil,Groceries,2,367.5,C17402,Peshawar,In-Store
O7992,2023-01-05,P1515,Jacket,Clothing,1,93.13,C63734,Quetta,In-Store
O7993,2023-09-12,P3771,Knife Set,Kitchenware,5,348.43,C48167,Islamabad,Online
O7994,2023-01-20,P8167,Hotpot,Kitchenware,3,210.3,C81733,Karachi,In-Store
O7995,2023-07-31,P3949,Charger,Electronics,1,323.93,C18482,Karachi,Online
O7996,2023-07-16,P6865,T-Shirt,Clothing,1,485.05,C18584,Multan,In-Store
O7997,2023-03-26,P5987,Frying Pan,Kitchenware,5,369.15,C42454,Peshawar,In-Store
O7998,2023-01-06,P1848,Cooker,Kitchenware,3,353.0,C62149,Multan,Online
O7999,2023-11-02,P7371,Knife Set,Kitchenware,2,428.13,C17931,Islamabad,Online
O8000,2023-06-24,P2568,Frying Pan,Kitchenware,5,433.07,C71281,Islamabad,In-Store
O8001,2023-07-28,P7172,Ball,Toys,5,266.0,C76607,Islamabad,Online
O8002,2023-02-12,P9538,Headphones,Electronics,1,200.02,C91388,Faisalabad,In-Store
O8003,2023-11-12,P9955,Jacket,Clothing,1,425.36,C80376,Islamabad,Online
O8004,2023-02-27,P3351,Headphones,Electronics,3,125.96,C29429,Islamabad,In-Store
O8005,2023-12-01,P6159,Cooker,Kitchenware,1,238.84,C67002,Multan,In-Store
O8006,2023-11-20,P5786,Cooker,Kitchenware,4,125.3,C91481,Multan,In-Store
O8007,2023-09-13,P9120,Puzzle,Toys,3,270.11,C66417,Peshawar,In-Store
O8008,2023-10-27,P1182,Laptop,Electronics,4,402.59,C72850,Multan,Online
O8009,2023-10-27,P6043,Laptop,Electronics,4,136.48,C57960,Karachi,In-Store
O8010,2023-01-28,P6596,Oil,Groceries,1,166.73,C93273,Karachi,In-Store
O8011,2023-12-19,P8473,Oil,Groceries,3,239.37,C35223,Lahore,In-Store
O8012,2023-10-05,P1992,Frying Pan,Kitchenware,1,142.54,C14591,Quetta,Online
O8013,2023-01-02,P5012,Hotpot,Kitchenware,4,93.82,C64746,Islamabad,Online
O8014,2023-07-10,P7043,Milk,Groceries,2,315.08,C64997,Faisalabad,In-Store
O8015,2023-01-16,P7394,Jeans,Clothing,4,205.71,C47319,Multan,Online
O8016,2023-04-08,P8127,Charger,Electronics,1,269.7,C54445,Multan,Online
O8017,2023-01-03,P1448,Laptop,Electronics,2,118.85,C90662,Islamabad,Online
O8018,2023-10-22,P6498,Knife Set,Kitchenware,3,149.47,C91518,Lahore,Online
O8019,2023-06-18,P9030,Ball,Toys,1,400.83,C99365,Peshawar,In-Store
O8020,2023-10-03,P5092,Frying Pan,Kitchenware,1,73.73,C33416,Quetta,In-Store
O8021,2023-06-06,P6408,Charger,Electronics,5,298.39,C67174,Faisalabad,Online
O8022,2023-08-16,P3275,Headphones,Electronics,3,156.14,C96445,Karachi,Online
O8023,2023-05-05,P1180,T-Shirt,Clothing,4,164.44,C13032,Multan,In-Store
O8024,2023-09-22,P4349,Oil,Groceries,2,377.55,C38092,Karachi,Online
O8025,2023-01-07,P4898,Hotpot,Kitchenware,1,92.74,C57392,Faisalabad,Online
O8026,2023-02-27,P3859,Cooker,Kitchenware,4,276.91,C52616,Peshawar,In-Store
O8027,2023-01-13,P2868,Doll,Toys,1,321.53,C13851,Islamabad,In-Store
O8028,2023-01-28,P8606,Oil,Groceries,2,75.34,C46062,Faisalabad,Online
O8029,2023-12-30,P2156,Smartphone,Electronics,1,120.54,C22797,Islamabad,In-Store
O8030,2023-08-26,P6161,Jeans,Clothing,2,270.99,C50550,Quetta,In-Store
O8031,2023-02-09,P2654,Car,Toys,5,106.4,C73086,Peshawar,In-Store
O8032,2023-03-08,P6114,Doll,Toys,1,14.42,C39149,Karachi,Online
O8033,2023-09-26,P4366,Hotpot,Kitchenware,2,57.03,C23251,Multan,Online
O8034,2023-02-28,P8648,Jacket,Clothing,1,260.05,C71831,Peshawar,Online
O8035,2023-09-08,P8359,Knife Set,Kitchenware,3,289.83,C71395,Lahore,Online
O8036,2023-01-09,P2990,Cooker,Kitchenware,5,243.35,C80688,Faisalabad,In-Store
O8037,2023-08-06,P5377,Oil,Groceries,5,282.31,C47168,Faisalabad,Online
O8038,2023-05-22,P7847,Oil,Groceries,2,185.42,C50605,Multan,In-Store
O8039,2023-07-23,P4611,Laptop,Electronics,2,449.46,C28706,Lahore,In-Store
O8040,2023-02-23,P8802,Headphones,Electronics,3,299.07,C44832,Faisalabad,In-Store
O8041,2023-05-09,P4341,Rice,Groceries,2,219.86,C26447,Peshawar,In-Store
O8042,2023-02-01,P1000,Knife Set,Kitchenware,1,453.56,C47569,Lahore,In-Store
O8043,2023-12-27,P2682,Smartphone,Electronics,4,468.91,C49760,Lahore,In-Store
O8044,2023-07-06,P8006,Puzzle,Toys,2,36.58,C95795,Peshawar,Online
O8045,2023-11-30,P1377,Knife Set,Kitchenware,1,442.9,C28776,Peshawar,Online
O8046,2023-12-06,P1865,T-Shirt,Clothing,1,181.55,C91456,Faisalabad,Online
O8047,2023-02-05,P7061,Jeans,Clothing,1,463.76,C69099,Faisalabad,In-Store
O8048,2023-08-24,P8707,Smartphone,Electronics,4,386.89,C21455,Multan,In-Store
O8049,2023-09-18,P3301,Hotpot,Kitchenware,1,407.0,C56094,Karachi,Online
O8050,2023-04-26,P2045,Shoes,Clothing,3,412.81,C89311,Quetta,Online
O8051,2023-11-26,P7526,Headphones,Electronics,5,455.0,C33681,Peshawar,In-Store
O8052,2023-01-28,P3896,Oil,Groceries,1,64.86,C88273,Quetta,Online
O8053,2023-02-13,P7259,Puzzle,Toys,2,172.21,C96387,Lahore,Online
O8054,2023-07-22,P6010,Headphones,Electronics,4,308.05,C99744,Faisalabad,In-Store
O8055,2023-08-17,P7585,Oil,Groceries,4,354.62,C64839,Karachi,Online
O8056,2023-02-01,P5607,Smartphone,Electronics,5,441.38,C90404,Lahore,In-Store
O8057,2023-12-09,P8911,Car,Toys,1,463.81,C18327,Faisalabad,In-Store
O8058,2023-12-12,P2393,Hotpot,Kitchenware,1,264.39,C26310,Faisalabad,Online
O8059,2023-09-10,P7629,Jeans,Clothing,4,49.29,C71286,Lahore,Online
O8060,2023-07-28,P4206,Headphones,Electronics,3,209.16,C39904,Islamabad,Online
O8061,2023-08-30,P4944,Cooker,Kitchenware,4,105.56,C85601,Peshawar,In-Store
O8062,2023-06-03,P2349,Cooker,Kitchenware,1,155.12,C18200,Faisalabad,In-Store
O8063,2023-07-14,P6384,Headphones,Electronics,4,212.86,C33307,Islamabad,In-Store
O8064,2023-02-25,P8380,Doll,Toys,5,119.84,C71593,Peshawar,Online
O8065,2023-06-24,P1828,Milk,Groceries,2,311.32,C68973,Faisalabad,In-Store
O8066,2023-09-28,P4906,Cooker,Kitchenware,4,406.67,C59775,Peshawar,Online
O8067,2023-02-01,P3636,Hotpot,Kitchenware,1,202.07,C53820,Quetta,Online
O8068,2023-04-27,P2479,Puzzle,Toys,5,421.01,C64301,Islamabad,Online
O8069,2023-11-07,P1550,Laptop,Electronics,3,491.75,C20643,Lahore,Online
O8070,2023-09-18,P1823,Smartphone,Electronics,2,354.36,C76642,Quetta,Online
O8071,2023-10-01,P5595,Sugar,Groceries,2,120.18,C22419,Multan,In-Store
O8072,2023-07-13,P1463,Knife Set,Kitchenware,1,397.33,C93298,Multan,In-Store
O8073,2023-10-03,P2795,Frying Pan,Kitchenware,3,272.79,C91422,Karachi,Online
O8074,2023-03-20,P1724,Shoes,Clothing,4,209.75,C27616,Islamabad,In-Store
O8075,2023-04-19,P3071,Jacket,Clothing,4,491.71,C52656,Islamabad,In-Store
O8076,2023-03-14,P9241,Rice,Groceries,5,80.58,C79230,Multan,Online
O8077,2023-10-18,P9660,Shoes,Clothing,2,58.35,C93380,Peshawar,Online
O8078,2023-11-28,P3897,Shoes,Clothing,5,301.35,C31510,Islamabad,Online
O8079,2023-01-04,P7249,Smartphone,Electronics,4,169.26,C71479,Karachi,Online
O8080,2023-02-01,P8646,Oil,Groceries,1,188.94,C44656,Faisalabad,In-Store
O8081,2023-09-22,P2065,Doll,Toys,1,359.56,C33518,Quetta,Online
O8082,2023-04-17,P2889,Sugar,Groceries,4,286.66,C34206,Islamabad,Online
O8083,2023-11-20,P5013,Laptop,Electronics,3,138.02,C86150,Lahore,Online
O8084,2023-08-31,P3538,Rice,Groceries,2,229.43,C50571,Quetta,Online
O8085,2023-08-21,P7120,Doll,Toys,5,271.56,C48297,Lahore,In-Store
O8086,2023-04-17,P6788,Puzzle,Toys,2,264.18,C93168,Lahore,In-Store
O8087,2023-03-31,P4693,Milk,Groceries,5,320.62,C81225,Peshawar,In-Store
O8088,2023-06-08,P4470,Hotpot,Kitchenware,4,378.16,C41473,Peshawar,In-Store
O8089,2023-01-20,P1198,Hotpot,Kitchenware,1,192.22,C73659,Lahore,Online
O8090,2023-05-31,P6230,Laptop,Electronics,4,191.88,C67801,Peshawar,In-Store
O8091,2023-12-17,P4883,Frying Pan,Kitchenware,1,337.65,C21351,Faisalabad,Online
O8092,2023-11-23,P8386,Car,Toys,2,190.46,C66081,Peshawar,Online
O8093,2023-08-25,P4580,Frying Pan,Kitchenware,4,283.84,C28972,Lahore,Online
O8094,2023-01-09,P5408,Cooker,Kitchenware,2,433.52,C92103,Faisalabad,In-Store
O8095,2023-11-06,P2303,Frying Pan,Kitchenware,1,320.82,C82917,Faisalabad,Online
O8096,2023-01-06,P7424,T-Shirt,Clothing,4,390.9,C62910,Quetta,In-Store
O8097,2023-09-06,P1385,Laptop,Electronics,1,128.72,C96777,Lahore,In-Store
O8098,2023-08-03,P4826,Jeans,Clothing,3,273.56,C41618,Multan,In-Store
O8099,2023-05-25,P1836,T-Shirt,Clothing,5,14.27,C38244,Lahore,In-Store
O8100,2023-12-24,P8272,Jacket,Clothing,3,219.55,C10368,Islamabad,In-Store
O8101,2023-04-21,P4327,Charger,Electronics,2,242.68,C27829,Faisalabad,Online
O8102,2023-08-25,P2881,Hotpot,Kitchenware,1,246.04,C11526,Multan,Online
O8103,2023-12-29,P1456,Hotpot,Kitchenware,2,33.76,C69798,Faisalabad,Online
O8104,2023-09-14,P2157,Hotpot,Kitchenware,2,21.92,C60103,Peshawar,Online
O8105,2023-05-17,P1848,Oil,Groceries,5,105.31,C66042,Islamabad,In-Store
O8106,2023-12-22,P6292,Charger,Electronics,2,121.98,C43056,Faisalabad,In-Store
O8107,2023-06-16,P8850,Shoes,Clothing,3,212.65,C87990,Karachi,Online
O8108,2023-11-14,P6337,Shoes,Clothing,1,294.5,C11997,Lahore,In-Store
O8109,2023-12-07,P9054,Cooker,Kitchenware,3,152.9,C89693,Islamabad,In-Store
O8110,2023-10-21,P2441,Milk,Groceries,5,317.73,C78416,Faisalabad,In-Store
O8111,2023-07-15,P5828,Jacket,Clothing,5,95.36,C62068,Faisalabad,Online
O8112,2023-04-24,P3151,Smartphone,Electronics,2,54.11,C26811,Quetta,Online
O8113,2023-04-07,P6683,T-Shirt,Clothing,1,203.97,C24008,Peshawar,Online
O8114,2023-04-18,P3342,T-Shirt,Clothing,3,403.98,C74143,Quetta,In-Store
O8115,2023-09-30,P8147,Knife Set,Kitchenware,3,66.47,C39819,Faisalabad,Online
O8116,2023-06-07,P6451,Headphones,Electronics,3,121.63,C80858,Multan,Online
O8117,2023-04-10,P2759,Headphones,Electronics,2,327.51,C16200,Lahore,Online
O8118,2023-02-08,P8944,Frying Pan,Kitchenware,2,308.46,C23459,Quetta,In-Store
O8119,2023-06-01,P7051,Knife Set,Kitchenware,3,291.37,C23971,Quetta,Online
O8120,2023-01-18,P8650,Rice,Groceries,5,15.81,C15587,Lahore,In-Store
O8121,2023-12-14,P4344,Doll,Toys,1,271.06,C54020,Quetta,In-Store
O8122,2023-11-12,P2081,Shoes,Clothing,4,492.28,C91121,Islamabad,In-Store
O8123,2023-10-26,P3490,Frying Pan,Kitchenware,2,264.04,C39906,Multan,Online
O8124,2023-01-14,P3526,Jacket,Clothing,1,293.38,C86935,Quetta,In-Store
O8125,2023-06-21,P6185,Jacket,Clothing,3,333.04,C38689,Quetta,In-Store
O8126,2023-11-06,P7826,Milk,Groceries,4,58.56,C47365,Peshawar,In-Store
O8127,2023-12-13,P9799,Rice,Groceries,3,251.76,C53555,Lahore,Online
O8128,2023-04-28,P7483,Laptop,Electronics,1,430.76,C42866,Quetta,Online
O8129,2023-07-13,P7853,Jeans,Clothing,3,217.11,C98478,Karachi,In-Store
O8130,2023-01-09,P4517,Car,Toys,1,211.29,C46108,Quetta,In-Store
O8131,2023-10-15,P4078,Smartphone,Electronics,5,132.64,C43043,Multan,In-Store
O8132,2023-03-31,P6724,Laptop,Electronics,1,121.28,C25887,Quetta,In-Store
O8133,2023-01-24,P2264,Laptop,Electronics,2,88.66,C65028,Lahore,Online
O8134,2023-03-18,P7165,Headphones,Electronics,1,448.37,C70328,Faisalabad,Online
O8135,2023-11-26,P5279,Car,Toys,3,209.12,C43938,Quetta,Online
O8136,2023-06-04,P5323,T-Shirt,Clothing,3,288.91,C18493,Lahore,In-Store
O8137,2023-01-25,P2437,Headphones,Electronics,5,444.17,C55960,Faisalabad,Online
O8138,2023-03-28,P3972,Laptop,Electronics,3,366.68,C55913,Quetta,Online
O8139,2023-02-17,P1740,Shoes,Clothing,5,30.35,C73390,Faisalabad,Online
O8140,2023-02-16,P6947,Frying Pan,Kitchenware,3,58.77,C74367,Karachi,Online
O8141,2023-06-02,P6793,Smartphone,Electronics,1,254.23,C73493,Lahore,Online
O8142,2023-04-01,P5791,Jacket,Clothing,5,296.22,C34292,Peshawar,In-Store
O8143,2023-08-04,P7090,Rice,Groceries,1,287.31,C64616,Peshawar,Online
O8144,2023-11-09,P3092,Knife Set,Kitchenware,1,491.71,C25432,Multan,In-Store
O8145,2023-10-27,P8471,Puzzle,Toys,2,389.92,C36950,Lahore,In-Store
O8146,2023-10-15,P2812,Hotpot,Kitchenware,2,347.89,C73983,Islamabad,In-Store
O8147,2023-01-23,P4783,Smartphone,Electronics,2,464.23,C65019,Faisalabad,In-Store
O8148,2023-01-22,P2710,Jacket,Clothing,5,254.16,C15411,Quetta,Online
O8149,2023-06-18,P1867,Frying Pan,Kitchenware,2,388.36,C49768,Multan,In-Store
O8150,2023-12-25,P2902,Headphones,Electronics,3,492.78,C14945,Lahore,In-Store
O8151,2023-10-17,P2188,Sugar,Groceries,4,297.47,C67538,Islamabad,Online
O8152,2023-06-04,P4732,Knife Set,Kitchenware,4,222.65,C91317,Multan,Online
O8153,2023-02-15,P1219,Car,Toys,1,486.18,C83329,Peshawar,Online
O8154,2023-04-07,P9672,Charger,Electronics,5,477.97,C95093,Lahore,Online
O8155,2023-02-19,P9126,Cooker,Kitchenware,3,141.83,C17078,Faisalabad,In-Store
O8156,2023-08-23,P3673,Laptop,Electronics,4,277.93,C37562,Peshawar,Online
O8157,2023-07-10,P8401,Cooker,Kitchenware,1,131.59,C45381,Quetta,Online
O8158,2023-12-31,P4947,Laptop,Electronics,4,73.24,C63316,Islamabad,In-Store
O8159,2023-06-23,P6224,Jacket,Clothing,4,215.01,C69539,Lahore,In-Store
O8160,2023-06-26,P7094,Oil,Groceries,3,268.73,C39204,Multan,In-Store
O8161,2023-11-28,P9624,Doll,Toys,2,399.84,C18783,Karachi,Online
O8162,2023-09-21,P9850,Cooker,Kitchenware,2,286.78,C66093,Islamabad,In-Store
O8163,2023-09-08,P4784,Sugar,Groceries,4,119.48,C36838,Multan,In-Store
O8164,2023-01-31,P8001,Car,Toys,2,79.54,C64883,Islamabad,Online
O8165,2023-11-18,P3919,Milk,Groceries,3,132.75,C23507,Karachi,In-Store
O8166,2023-05-20,P8138,Doll,Toys,4,426.8,C67252,Lahore,Online
O8167,2023-09-13,P6300,Ball,Toys,3,25.78,C61879,Karachi,Online
O8168,2023-11-02,P3170,Oil,Groceries,4,303.34,C55534,Multan,In-Store
O8169,2023-12-04,P1212,Sugar,Groceries,2,288.87,C80530,Karachi,In-Store
O8170,2023-02-02,P6563,Milk,Groceries,3,71.69,C34044,Faisalabad,In-Store
O8171,2023-04-24,P4002,Frying Pan,Kitchenware,5,493.9,C64340,Peshawar,Online
O8172,2023-05-20,P3882,Knife Set,Kitchenware,4,148.28,C75895,Multan,In-Store
O8173,2023-06-08,P2875,Headphones,Electronics,3,457.88,C39270,Faisalabad,In-Store
O8174,2023-06-22,P3239,Knife Set,Kitchenware,5,345.77,C89965,Islamabad,In-Store
O8175,2023-01-15,P9212,Oil,Groceries,1,370.46,C16164,Faisalabad,Online
O8176,2023-03-10,P8886,Smartphone,Electronics,1,28.86,C17789,Lahore,Online
O8177,2023-11-06,P8092,Hotpot,Kitchenware,4,129.33,C63590,Faisalabad,In-Store
O8178,2023-12-08,P6066,Sugar,Groceries,4,45.89,C22854,Quetta,Online
O8179,2023-03-05,P1815,Doll,Toys,4,175.84,C24650,Islamabad,Online
O8180,2023-02-12,P1780,Jacket,Clothing,5,26.33,C39175,Islamabad,Online
O8181,2023-08-02,P4120,T-Shirt,Clothing,2,206.34,C95961,Lahore,In-Store
O8182,2023-09-20,P1553,Jeans,Clothing,5,388.45,C33435,Multan,In-Store
O8183,2023-11-14,P6319,Sugar,Groceries,3,120.51,C37739,Faisalabad,In-Store
O8184,2023-05-03,P7196,Charger,Electronics,3,249.16,C74538,Peshawar,In-Store
O8185,2023-07-07,P5813,Milk,Groceries,5,32.85,C63865,Multan,Online
O8186,2023-06-02,P7177,Jeans,Clothing,3,235.87,C47573,Karachi,In-Store
O8187,2023-07-24,P4986,Sugar,Groceries,1,90.8,C95233,Karachi,Online
O8188,2023-11-06,P8277,Ball,Toys,1,323.65,C39887,Peshawar,In-Store
O8189,2023-03-06,P7499,Cooker,Kitchenware,5,394.17,C97141,Quetta,Online
O8190,2023-10-19,P9802,Headphones,Electronics,3,107.52,C70211,Peshawar,In-Store
O8191,2023-08-08,P2372,Milk,Groceries,5,284.5,C84984,Faisalabad,Online
O8192,2023-08-22,P3137,Oil,Groceries,2,469.49,C21767,Faisalabad,Online
O8193,2023-02-17,P3270,Milk,Groceries,3,307.86,C86488,Quetta,In-Store
O8194,2023-12-28,P2590,Shoes,Clothing,1,100.84,C45286,Multan,Online
O8195,2023-06-28,P7685,Ball,Toys,1,274.67,C90527,Quetta,Online
O8196,2023-12-08,P8636,Rice,Groceries,3,399.61,C36994,Faisalabad,In-Store
O8197,2023-12-17,P5993,Charger,Electronics,4,392.73,C26221,Quetta,In-Store
O8198,2023-08-17,P5845,Knife Set,Kitchenware,3,499.75,C77506,Peshawar,Online
O8199,2023-12-28,P7185,Charger,Electronics,1,320.45,C94402,Peshawar,Online
O8200,2023-06-28,P6639,Smartphone,Electronics,1,256.97,C31736,Quetta,In-Store
O8201,2023-06-29,P4874,Knife Set,Kitchenware,5,72.65,C53507,Faisalabad,Online
O8202,2023-12-10,P7051,Oil,Groceries,1,467.24,C55423,Karachi,Online
O8203,2023-02-27,P5268,Hotpot,Kitchenware,1,278.58,C31831,Islamabad,Online
O8204,2023-05-17,P9692,Shoes,Clothing,2,209.14,C44424,Quetta,Online
O8205,2023-07-11,P5287,Hotpot,Kitchenware,2,467.36,C69313,Peshawar,Online
O8206,2023-06-17,P7847,Car,Toys,4,324.04,C70000,Lahore,Online
O8207,2023-10-18,P7217,Cooker,Kitchenware,4,424.02,C60657,Karachi,Online
O8208,2023-03-06,P8942,Cooker,Kitchenware,2,352.13,C67512,Karachi,Online
O8209,2023-06-24,P9327,Jacket,Clothing,2,161.69,C99459,Quetta,In-Store
O8210,2023-06-27,P1707,Charger,Electronics,1,61.32,C93160,Peshawar,In-Store
O8211,2023-06-04,P6586,Frying Pan,Kitchenware,4,114.49,C30544,Karachi,Online
O8212,2023-02-21,P7969,Rice,Groceries,3,489.61,C21851,Quetta,In-Store
O8213,2023-08-22,P5527,Shoes,Clothing,1,223.97,C88111,Multan,In-Store
O8214,2023-12-11,P3345,Cooker,Kitchenware,5,493.35,C14889,Multan,Online
O8215,2023-05-03,P7243,Milk,Groceries,3,236.91,C59425,Lahore,In-Store
O8216,2023-02-28,P5792,Charger,Electronics,1,474.59,C98509,Quetta,Online
O8217,2023-10-16,P3239,Car,Toys,1,251.05,C30745,Multan,In-Store
O8218,2023-07-08,P5915,Jeans,Clothing,1,10.96,C57111,Lahore,In-Store
O8219,2023-07-06,P4285,Headphones,Electronics,4,325.84,C78786,Faisalabad,Online
O8220,2023-11-14,P2764,Doll,Toys,4,352.11,C31571,Peshawar,Online
O8221,2023-11-09,P9791,Hotpot,Kitchenware,5,110.45,C66637,Lahore,In-Store
O8222,2023-06-02,P8211,T-Shirt,Clothing,1,426.06,C62595,Peshawar,In-Store
O8223,2023-10-23,P7060,Doll,Toys,4,46.26,C85434,Quetta,Online
O8224,2023-12-16,P7609,Sugar,Groceries,2,102.85,C98024,Multan,In-Store
O8225,2023-05-28,P3249,Hotpot,Kitchenware,5,203.15,C19333,Islamabad,Online
O8226,2023-02-16,P8584,Hotpot,Kitchenware,3,414.74,C21584,Islamabad,Online
O8227,2023-08-04,P8549,Headphones,Electronics,1,149.76,C11072,Karachi,Online
O8228,2023-01-23,P8745,Frying Pan,Kitchenware,3,399.42,C35012,Multan,Online
O8229,2023-03-24,P4383,Smartphone,Electronics,5,76.72,C89973,Lahore,In-Store
O8230,2023-11-28,P6048,Oil,Groceries,5,426.06,C52252,Quetta,In-Store
O8231,2023-05-06,P2909,Headphones,Electronics,3,146.02,C23499,Lahore,In-Store
O8232,2023-12-24,P9333,Puzzle,Toys,5,143.94,C44986,Multan,Online
O8233,2023-04-01,P6818,Oil,Groceries,5,328.14,C26202,Karachi,In-Store
O8234,2023-10-05,P1083,Car,Toys,4,154.81,C65383,Faisalabad,In-Store
O8235,2023-08-02,P9998,Car,Toys,3,433.71,C34886,Karachi,In-Store
O8236,2023-07-28,P1356,Ball,Toys,3,403.92,C21354,Quetta,In-Store
O8237,2023-08-05,P9718,T-Shirt,Clothing,1,420.0,C62396,Multan,Online
O8238,2023-04-23,P5574,T-Shirt,Clothing,3,164.52,C56257,Lahore,In-Store
